Student,Class,Math_1,Math_2,Physics_1,Physics_2,Science_1,Science_2,Math,Physics,Science,Score
Student_10146,IDISC,18,16,14,9,12,13,17.0,11.5,12.5,13.67
Student_10147,ISEOC,20,10,20,6,3,19,15.0,13.0,11.0,13.0
Student_10148,IDL,4,13,4,5,14,0,8.5,4.5,7.0,6.67
Student_10149,ISEOC,17,5,7,13,3,12,11.0,10.0,7.5,9.5
Student_10150,ISEOC,0,7,6,16,13,16,3.5,11.0,14.5,9.67
Student_10151,IDISC,3,4,8,4,13,7,3.5,6.0,10.0,6.5
Student_10152,IDISC,3,14,16,16,13,8,8.5,16.0,10.5,11.67
Student_10153,ISEOC,12,15,20,1,3,0,13.5,10.5,1.5,8.5
Student_10154,IDL,2,6,5,1,1,13,4.0,3.0,7.0,4.67
Student_10155,IDL,9,18,9,1,8,6,13.5,5.0,7.0,8.5
Student_10156,ISEOC,11,15,8,8,15,18,13.0,8.0,16.5,12.5
Student_10157,IDL,3,7,1,8,15,15,5.0,4.5,15.0,8.17
Student_10158,ISEOC,20,10,7,20,0,9,15.0,13.5,4.5,11.0
Student_10159,ISEOC,7,12,7,16,8,4,9.5,11.5,6.0,9.0
Student_10160,IDL,19,5,1,14,7,3,12.0,7.5,5.0,8.17
Student_10161,ISEOC,8,17,3,2,18,3,12.5,2.5,10.5,8.5
Student_10162,IDL,10,13,17,15,16,8,11.5,16.0,12.0,13.17
Student_10163,ISEOC,0,1,8,5,12,13,0.5,6.5,12.5,6.5
Student_10164,IDISC,5,20,19,19,12,9,12.5,19.0,10.5,14.0
Student_10165,IDISC,5,15,18,12,14,20,10.0,15.0,17.0,14.0
Student_10166,ISEOC,9,18,6,8,11,5,13.5,7.0,8.0,9.5
Student_10167,IDL,19,17,10,13,14,17,18.0,11.5,15.5,15.0
Student_10168,ISEOC,5,12,7,9,2,9,8.5,8.0,5.5,7.33
Student_10169,ISEOC,12,18,16,19,4,14,15.0,17.5,9.0,13.83
Student_10170,IDISC,4,16,14,8,6,2,10.0,11.0,4.0,8.33
Student_10171,IDL,6,18,14,14,1,18,12.0,14.0,9.5,11.83
Student_10172,IDISC,10,6,19,6,20,1,8.0,12.5,10.5,10.33
Student_10173,IDL,14,10,15,19,2,15,12.0,17.0,8.5,12.5
Student_10174,IDL,19,3,13,17,9,0,11.0,15.0,4.5,10.17
Student_10175,IDISC,8,12,9,15,15,3,10.0,12.0,9.0,10.33
Student_10176,ISEOC,12,12,1,16,3,3,12.0,8.5,3.0,7.83
Student_10177,IDISC,5,3,7,1,15,15,4.0,4.0,15.0,7.67
Student_10178,IDL,13,3,9,9,0,18,8.0,9.0,9.0,8.67
Student_10179,IDISC,13,6,7,6,12,20,9.5,6.5,16.0,10.67
Student_10180,IDISC,4,8,7,18,12,16,6.0,12.5,14.0,10.83
Student_10181,IDISC,8,1,7,20,7,18,4.5,13.5,12.5,10.17
Student_10182,IDISC,11,2,20,3,14,13,6.5,11.5,13.5,10.5
Student_10183,IDISC,16,15,9,6,13,20,15.5,7.5,16.5,13.17
Student_10184,IDL,4,9,3,13,0,12,6.5,8.0,6.0,6.83
Student_10185,ISEOC,15,10,10,1,14,1,12.5,5.5,7.5,8.5
Student_10186,ISEOC,5,2,0,1,20,12,3.5,0.5,16.0,6.67
Student_10187,IDISC,2,14,10,0,18,5,8.0,5.0,11.5,8.17
Student_10188,IDISC,0,16,16,7,11,6,8.0,11.5,8.5,9.33
Student_10189,IDL,8,9,17,11,8,13,8.5,14.0,10.5,11.0
Student_10190,IDISC,19,9,3,7,4,18,14.0,5.0,11.0,10.0
Student_10191,IDISC,16,20,18,15,16,20,18.0,16.5,18.0,17.5
Student_10192,IDL,12,6,1,0,11,1,9.0,0.5,6.0,5.17
Student_10193,ISEOC,8,19,12,2,13,15,13.5,7.0,14.0,11.5
Student_10194,IDISC,6,6,16,13,6,9,6.0,14.5,7.5,9.33
Student_10195,IDL,11,6,20,0,10,10,8.5,10.0,10.0,9.5
Student_10196,IDL,3,15,7,14,12,7,9.0,10.5,9.5,9.67
Student_10197,IDL,11,6,13,4,5,10,8.5,8.5,7.5,8.17
Student_10198,ISEOC,5,6,0,1,16,0,5.5,0.5,8.0,4.67
Student_10199,IDISC,4,12,2,20,7,15,8.0,11.0,11.0,10.0
Student_10200,IDISC,4,19,1,18,1,13,11.5,9.5,7.0,9.33
Student_10201,IDL,0,8,15,14,3,0,4.0,14.5,1.5,6.67
Student_10202,ISEOC,16,19,17,1,4,13,17.5,9.0,8.5,11.67
Student_10203,ISEOC,12,6,20,10,14,7,9.0,15.0,10.5,11.5
Student_10204,IDL,4,5,14,4,15,15,4.5,9.0,15.0,9.5
Student_10205,IDISC,9,11,19,11,16,10,10.0,15.0,13.0,12.67
Student_10206,IDL,18,4,4,3,16,20,11.0,3.5,18.0,10.83
Student_10207,IDISC,11,5,20,19,20,0,8.0,19.5,10.0,12.5
Student_10208,IDL,9,8,13,8,10,19,8.5,10.5,14.5,11.17
Student_10209,IDISC,0,19,7,7,9,6,9.5,7.0,7.5,8.0
Student_10210,IDISC,10,8,20,19,16,19,9.0,19.5,17.5,15.33
Student_10211,IDL,0,15,14,10,15,17,7.5,12.0,16.0,11.83
Student_10212,IDISC,18,15,0,6,2,7,16.5,3.0,4.5,8.0
Student_10213,IDL,5,5,17,12,9,14,5.0,14.5,11.5,10.33
Student_10214,IDISC,13,9,5,9,11,18,11.0,7.0,14.5,10.83
Student_10215,ISEOC,10,13,15,20,1,8,11.5,17.5,4.5,11.17
Student_10216,IDL,20,20,10,18,1,9,20.0,14.0,5.0,13.0
Student_10217,IDISC,3,12,11,2,0,0,7.5,6.5,0.0,4.67
Student_10218,IDISC,9,16,20,7,0,6,12.5,13.5,3.0,9.67
Student_10219,ISEOC,15,3,8,2,9,2,9.0,5.0,5.5,6.5
Student_10220,IDISC,17,0,13,0,4,15,8.5,6.5,9.5,8.17
Student_10221,ISEOC,2,7,16,11,14,13,4.5,13.5,13.5,10.5
Student_10222,ISEOC,8,18,9,5,16,15,13.0,7.0,15.5,11.83
Student_10223,ISEOC,11,0,9,20,2,16,5.5,14.5,9.0,9.67
Student_10224,IDISC,5,5,5,9,19,14,5.0,7.0,16.5,9.5
Student_10225,IDISC,17,5,10,15,17,0,11.0,12.5,8.5,10.67
Student_10226,IDL,20,20,13,17,7,7,20.0,15.0,7.0,14.0
Student_10227,IDISC,15,7,20,6,15,8,11.0,13.0,11.5,11.83
Student_10228,ISEOC,2,19,14,5,5,6,10.5,9.5,5.5,8.5
Student_10229,ISEOC,8,8,12,5,14,12,8.0,8.5,13.0,9.83
Student_10230,IDL,1,8,14,11,2,12,4.5,12.5,7.0,8.0
Student_10231,ISEOC,18,7,3,10,15,5,12.5,6.5,10.0,9.67
Student_10232,ISEOC,17,16,1,12,5,0,16.5,6.5,2.5,8.5
Student_10233,IDL,20,12,17,5,17,16,16.0,11.0,16.5,14.5
Student_10234,IDISC,0,2,6,12,10,6,1.0,9.0,8.0,6.0
Student_10235,IDL,7,18,19,7,17,2,12.5,13.0,9.5,11.67
Student_10236,IDISC,5,18,6,10,6,14,11.5,8.0,10.0,9.83
Student_10237,IDISC,3,0,9,19,12,17,1.5,14.0,14.5,10.0
Student_10238,IDISC,17,7,19,17,11,15,12.0,18.0,13.0,14.33
Student_10239,ISEOC,2,7,4,8,1,16,4.5,6.0,8.5,6.33
Student_10240,IDISC,18,16,0,11,7,20,17.0,5.5,13.5,12.0
Student_10241,ISEOC,20,12,4,14,13,10,16.0,9.0,11.5,12.17
Student_10242,IDISC,14,18,11,19,17,5,16.0,15.0,11.0,14.0
Student_10243,IDISC,12,19,20,17,8,13,15.5,18.5,10.5,14.83
Student_10244,ISEOC,5,5,1,16,10,6,5.0,8.5,8.0,7.17
Student_10245,IDL,12,1,1,18,12,17,6.5,9.5,14.5,10.17
Student_10246,ISEOC,2,1,17,8,6,6,1.5,12.5,6.0,6.67
Student_10247,ISEOC,16,3,12,15,9,2,9.5,13.5,5.5,9.5
Student_10248,IDISC,20,15,15,6,3,5,17.5,10.5,4.0,10.67
Student_10249,IDISC,9,17,12,15,18,7,13.0,13.5,12.5,13.0
Student_10250,ISEOC,14,3,2,6,15,1,8.5,4.0,8.0,6.83
Student_10251,IDISC,6,8,13,0,16,14,7.0,6.5,15.0,9.5
Student_10252,IDISC,5,16,9,11,3,1,10.5,10.0,2.0,7.5
Student_10253,IDL,8,11,6,4,20,15,9.5,5.0,17.5,10.67
Student_10254,ISEOC,15,0,9,14,10,17,7.5,11.5,13.5,10.83
Student_10255,IDL,0,13,12,20,8,17,6.5,16.0,12.5,11.67
Student_10256,IDL,15,3,0,4,9,16,9.0,2.0,12.5,7.83
Student_10257,IDISC,3,5,20,15,18,17,4.0,17.5,17.5,13.0
Student_10258,ISEOC,6,3,6,8,19,9,4.5,7.0,14.0,8.5
Student_10259,IDISC,10,13,19,0,11,20,11.5,9.5,15.5,12.17
Student_10260,IDL,2,18,8,6,8,1,10.0,7.0,4.5,7.17
Student_10261,ISEOC,2,20,9,8,4,4,11.0,8.5,4.0,7.83
Student_10262,ISEOC,12,6,9,11,6,15,9.0,10.0,10.5,9.83
Student_10263,ISEOC,19,7,20,2,11,15,13.0,11.0,13.0,12.33
Student_10264,ISEOC,6,11,6,20,8,7,8.5,13.0,7.5,9.67
Student_10265,ISEOC,16,20,13,16,8,5,18.0,14.5,6.5,13.0
Student_10266,IDISC,8,20,12,9,17,12,14.0,10.5,14.5,13.0
Student_10267,IDISC,0,0,6,4,12,15,0.0,5.0,13.5,6.17
Student_10268,IDL,9,8,16,19,12,3,8.5,17.5,7.5,11.17
Student_10269,IDL,14,3,20,12,6,4,8.5,16.0,5.0,9.83
Student_10270,IDL,8,9,17,6,6,2,8.5,11.5,4.0,8.0
Student_10271,IDISC,7,8,7,3,8,8,7.5,5.0,8.0,6.83
Student_10272,IDISC,6,10,7,2,12,3,8.0,4.5,7.5,6.67
Student_10273,IDISC,17,19,16,4,17,20,18.0,10.0,18.5,15.5
Student_10274,IDISC,15,19,17,18,11,7,17.0,17.5,9.0,14.5
Student_10275,IDISC,2,0,13,0,10,6,1.0,6.5,8.0,5.17
Student_10276,IDL,17,6,14,0,0,19,11.5,7.0,9.5,9.33
Student_10277,ISEOC,18,13,5,2,17,17,15.5,3.5,17.0,12.0
Student_10278,IDL,10,11,15,3,13,20,10.5,9.0,16.5,12.0
Student_10279,IDISC,15,5,4,1,12,8,10.0,2.5,10.0,7.5
Student_10280,IDISC,5,19,14,12,11,2,12.0,13.0,6.5,10.5
Student_10281,ISEOC,13,17,12,13,12,5,15.0,12.5,8.5,12.0
Student_10282,ISEOC,16,18,16,6,1,16,17.0,11.0,8.5,12.17
Student_10283,ISEOC,5,19,3,1,13,12,12.0,2.0,12.5,8.83
Student_10284,ISEOC,2,18,8,13,4,17,10.0,10.5,10.5,10.33
Student_10285,ISEOC,14,0,13,5,15,10,7.0,9.0,12.5,9.5
Student_10286,IDL,9,3,16,8,2,18,6.0,12.0,10.0,9.33
Student_10287,ISEOC,20,10,6,6,8,2,15.0,6.0,5.0,8.67
Student_10288,IDISC,17,10,9,17,13,19,13.5,13.0,16.0,14.17
Student_10289,ISEOC,19,20,15,5,9,18,19.5,10.0,13.5,14.33
Student_10290,IDISC,18,5,19,1,13,20,11.5,10.0,16.5,12.67
Student_10291,IDISC,11,10,10,6,15,9,10.5,8.0,12.0,10.17
Student_10292,IDL,1,5,6,3,9,7,3.0,4.5,8.0,5.17
Student_10293,IDISC,10,4,10,13,12,11,7.0,11.5,11.5,10.0
Student_10294,ISEOC,3,11,6,20,16,17,7.0,13.0,16.5,12.17
Student_10295,IDISC,14,0,0,4,16,7,7.0,2.0,11.5,6.83
Student_10296,ISEOC,2,4,15,20,9,7,3.0,17.5,8.0,9.5
Student_10297,ISEOC,1,17,17,18,18,9,9.0,17.5,13.5,13.33
Student_10298,ISEOC,3,7,11,1,5,18,5.0,6.0,11.5,7.5
Student_10299,IDISC,15,13,5,14,15,11,14.0,9.5,13.0,12.17
Student_10300,IDISC,15,7,5,13,16,7,11.0,9.0,11.5,10.5
Student_10301,IDL,7,0,17,15,20,18,3.5,16.0,19.0,12.83
Student_10302,IDISC,5,8,7,3,20,3,6.5,5.0,11.5,7.67
Student_10303,IDISC,18,10,10,15,16,8,14.0,12.5,12.0,12.83
Student_10304,ISEOC,1,14,12,1,10,18,7.5,6.5,14.0,9.33
Student_10305,IDL,8,1,1,13,10,8,4.5,7.0,9.0,6.83
Student_10306,IDISC,13,7,14,10,2,16,10.0,12.0,9.0,10.33
Student_10307,ISEOC,4,17,7,17,20,11,10.5,12.0,15.5,12.67
Student_10308,IDL,20,6,12,16,8,19,13.0,14.0,13.5,13.5
Student_10309,IDL,1,11,1,15,16,7,6.0,8.0,11.5,8.5
Student_10310,IDL,7,10,20,13,15,6,8.5,16.5,10.5,11.83
Student_10311,ISEOC,13,4,13,2,17,19,8.5,7.5,18.0,11.33
Student_10312,IDL,1,17,20,18,7,3,9.0,19.0,5.0,11.0
Student_10313,ISEOC,8,9,8,10,3,2,8.5,9.0,2.5,6.67
Student_10314,IDISC,2,18,15,17,14,15,10.0,16.0,14.5,13.5
Student_10315,IDISC,7,17,0,18,5,12,12.0,9.0,8.5,9.83
Student_10316,IDISC,16,8,8,13,17,8,12.0,10.5,12.5,11.67
Student_10317,IDL,0,11,3,4,12,6,5.5,3.5,9.0,6.0
Student_10318,ISEOC,6,20,7,1,13,6,13.0,4.0,9.5,8.83
Student_10319,IDL,5,8,14,16,12,18,6.5,15.0,15.0,12.17
Student_10320,IDL,4,17,16,0,3,20,10.5,8.0,11.5,10.0
Student_10321,IDISC,12,11,1,19,18,8,11.5,10.0,13.0,11.5
Student_10322,ISEOC,9,19,13,4,13,6,14.0,8.5,9.5,10.67
Student_10323,IDISC,8,18,11,18,17,14,13.0,14.5,15.5,14.33
Student_10324,IDISC,19,10,20,1,14,12,14.5,10.5,13.0,12.67
Student_10325,IDISC,4,13,14,2,12,19,8.5,8.0,15.5,10.67
Student_10326,IDL,9,6,5,19,15,19,7.5,12.0,17.0,12.17
Student_10327,IDISC,5,19,14,4,12,5,12.0,9.0,8.5,9.83
Student_10328,IDL,11,16,5,11,19,9,13.5,8.0,14.0,11.83
Student_10329,IDL,11,18,9,3,13,19,14.5,6.0,16.0,12.17
Student_10330,IDISC,14,9,1,17,18,15,11.5,9.0,16.5,12.33
Student_10331,IDISC,19,3,10,7,2,18,11.0,8.5,10.0,9.83
Student_10332,IDL,7,3,11,8,18,16,5.0,9.5,17.0,10.5
Student_10333,ISEOC,17,16,12,5,12,7,16.5,8.5,9.5,11.5
Student_10334,IDISC,12,7,16,10,18,3,9.5,13.0,10.5,11.0
Student_10335,ISEOC,4,10,16,17,11,7,7.0,16.5,9.0,10.83
Student_10336,ISEOC,0,9,5,14,17,1,4.5,9.5,9.0,7.67
Student_10337,ISEOC,1,11,0,10,0,17,6.0,5.0,8.5,6.5
Student_10338,IDL,7,10,13,16,7,0,8.5,14.5,3.5,8.83
Student_10339,ISEOC,8,10,3,0,3,16,9.0,1.5,9.5,6.67
Student_10340,IDL,20,11,16,11,16,0,15.5,13.5,8.0,12.33
Student_10341,ISEOC,12,10,3,15,20,18,11.0,9.0,19.0,13.0
Student_10342,IDL,17,6,3,12,5,9,11.5,7.5,7.0,8.67
Student_10343,IDL,0,17,12,0,20,20,8.5,6.0,20.0,11.5
Student_10344,IDL,20,4,15,19,6,5,12.0,17.0,5.5,11.5
Student_10345,IDISC,20,7,7,10,5,1,13.5,8.5,3.0,8.33
Student_10346,IDL,13,9,18,13,13,4,11.0,15.5,8.5,11.67
Student_10347,IDISC,3,7,13,11,15,17,5.0,12.0,16.0,11.0
Student_10348,IDL,10,20,12,7,10,6,15.0,9.5,8.0,10.83
Student_10349,ISEOC,0,1,1,2,12,12,0.5,1.5,12.0,4.67
Student_10350,IDL,11,17,13,17,1,17,14.0,15.0,9.0,12.67
Student_10351,IDISC,15,15,4,7,14,10,15.0,5.5,12.0,10.83
Student_10352,IDL,17,17,13,10,0,0,17.0,11.5,0.0,9.5
Student_10353,IDISC,19,9,5,1,8,17,14.0,3.0,12.5,9.83
Student_10354,IDL,13,4,6,14,1,13,8.5,10.0,7.0,8.5
Student_10355,ISEOC,16,10,18,6,6,19,13.0,12.0,12.5,12.5
Student_10356,ISEOC,18,15,0,3,9,15,16.5,1.5,12.0,10.0
Student_10357,IDISC,10,17,4,5,19,5,13.5,4.5,12.0,10.0
Student_10358,IDISC,12,4,18,6,10,13,8.0,12.0,11.5,10.5
Student_10359,IDISC,3,16,15,5,8,12,9.5,10.0,10.0,9.83
Student_10360,IDL,6,13,16,12,14,5,9.5,14.0,9.5,11.0
Student_10361,IDL,2,17,5,1,17,0,9.5,3.0,8.5,7.0
Student_10362,IDL,13,2,7,19,14,17,7.5,13.0,15.5,12.0
Student_10363,IDL,16,8,4,12,0,18,12.0,8.0,9.0,9.67
Student_10364,IDL,12,16,10,20,1,12,14.0,15.0,6.5,11.83
Student_10365,IDL,4,18,6,6,19,18,11.0,6.0,18.5,11.83
Student_10366,ISEOC,18,7,20,14,1,19,12.5,17.0,10.0,13.17
Student_10367,IDL,10,20,14,15,0,2,15.0,14.5,1.0,10.17
Student_10368,IDL,2,10,16,20,10,19,6.0,18.0,14.5,12.83
Student_10369,IDL,12,6,2,15,1,15,9.0,8.5,8.0,8.5
Student_10370,IDISC,1,16,9,8,7,1,8.5,8.5,4.0,7.0
Student_10371,IDL,9,4,11,10,1,1,6.5,10.5,1.0,6.0
Student_10372,ISEOC,20,18,18,19,8,17,19.0,18.5,12.5,16.67
Student_10373,IDL,18,14,8,2,1,11,16.0,5.0,6.0,9.0
Student_10374,ISEOC,8,16,14,14,16,8,12.0,14.0,12.0,12.67
Student_10375,IDL,19,9,5,19,2,7,14.0,12.0,4.5,10.17
Student_10376,IDL,19,9,3,20,18,7,14.0,11.5,12.5,12.67
Student_10377,ISEOC,18,19,14,2,7,15,18.5,8.0,11.0,12.5
Student_10378,IDL,5,20,19,16,18,12,12.5,17.5,15.0,15.0
Student_10379,IDISC,2,13,20,13,9,11,7.5,16.5,10.0,11.33
Student_10380,IDISC,19,17,1,16,20,15,18.0,8.5,17.5,14.67
Student_10381,ISEOC,4,19,17,5,20,14,11.5,11.0,17.0,13.17
Student_10382,IDISC,12,5,15,9,3,4,8.5,12.0,3.5,8.0
Student_10383,IDL,3,5,17,7,9,13,4.0,12.0,11.0,9.0
Student_10384,IDISC,6,4,19,6,17,17,5.0,12.5,17.0,11.5
Student_10385,IDL,3,2,14,11,8,0,2.5,12.5,4.0,6.33
Student_10386,IDL,13,2,14,5,3,6,7.5,9.5,4.5,7.17
Student_10387,IDISC,11,9,3,5,13,6,10.0,4.0,9.5,7.83
Student_10388,IDL,6,10,13,20,0,5,8.0,16.5,2.5,9.0
Student_10389,IDL,9,2,15,2,1,6,5.5,8.5,3.5,5.83
Student_10390,IDL,5,9,9,12,0,19,7.0,10.5,9.5,9.0
Student_10391,IDISC,9,18,4,0,9,14,13.5,2.0,11.5,9.0
Student_10392,ISEOC,18,15,6,13,16,9,16.5,9.5,12.5,12.83
Student_10393,IDL,18,17,19,10,3,4,17.5,14.5,3.5,11.83
Student_10394,IDL,16,16,18,12,0,16,16.0,15.0,8.0,13.0
Student_10395,IDISC,5,19,20,20,11,15,12.0,20.0,13.0,15.0
Student_10396,IDISC,9,7,9,13,0,8,8.0,11.0,4.0,7.67
Student_10397,IDL,19,2,12,18,10,12,10.5,15.0,11.0,12.17
Student_10398,IDISC,8,5,7,7,13,1,6.5,7.0,7.0,6.83
Student_10399,IDISC,18,14,9,8,1,3,16.0,8.5,2.0,8.83
Student_10400,ISEOC,3,15,14,4,3,7,9.0,9.0,5.0,7.67
Student_10401,ISEOC,18,20,18,13,8,6,19.0,15.5,7.0,13.83
Student_10402,IDISC,17,11,1,6,17,15,14.0,3.5,16.0,11.17
Student_10403,IDL,18,14,14,9,11,9,16.0,11.5,10.0,12.5
Student_10404,ISEOC,9,10,12,7,18,2,9.5,9.5,10.0,9.67
Student_10405,IDL,14,1,18,5,8,11,7.5,11.5,9.5,9.5
Student_10406,IDISC,12,17,6,5,15,13,14.5,5.5,14.0,11.33
Student_10407,ISEOC,1,8,1,10,15,4,4.5,5.5,9.5,6.5
Student_10408,ISEOC,10,5,12,0,20,15,7.5,6.0,17.5,10.33
Student_10409,IDISC,7,6,13,1,17,1,6.5,7.0,9.0,7.5
Student_10410,IDL,18,9,10,4,8,14,13.5,7.0,11.0,10.5
Student_10411,ISEOC,2,17,11,19,9,9,9.5,15.0,9.0,11.17
Student_10412,ISEOC,4,2,12,6,6,12,3.0,9.0,9.0,7.0
Student_10413,IDL,11,0,18,9,0,2,5.5,13.5,1.0,6.67
Student_10414,ISEOC,12,12,13,17,5,13,12.0,15.0,9.0,12.0
Student_10415,IDL,4,4,11,5,9,19,4.0,8.0,14.0,8.67
Student_10416,IDISC,17,16,7,9,15,17,16.5,8.0,16.0,13.5
Student_10417,IDISC,2,0,16,5,10,7,1.0,10.5,8.5,6.67
Student_10418,ISEOC,19,17,19,20,4,17,18.0,19.5,10.5,16.0
Student_10419,IDISC,13,0,3,18,16,16,6.5,10.5,16.0,11.0
Student_10420,IDISC,16,1,2,9,1,3,8.5,5.5,2.0,5.33
Student_10421,ISEOC,17,14,2,11,8,16,15.5,6.5,12.0,11.33
Student_10422,ISEOC,19,8,0,14,13,2,13.5,7.0,7.5,9.33
Student_10423,IDISC,5,16,14,18,3,2,10.5,16.0,2.5,9.67
Student_10424,IDISC,12,8,4,11,17,8,10.0,7.5,12.5,10.0
Student_10425,IDISC,11,7,14,3,1,2,9.0,8.5,1.5,6.33
Student_10426,ISEOC,6,6,10,11,1,16,6.0,10.5,8.5,8.33
Student_10427,IDL,16,18,5,2,1,17,17.0,3.5,9.0,9.83
Student_10428,IDISC,3,8,9,4,0,15,5.5,6.5,7.5,6.5
Student_10429,ISEOC,20,5,8,18,7,3,12.5,13.0,5.0,10.17
Student_10430,IDISC,18,8,1,5,10,20,13.0,3.0,15.0,10.33
Student_10431,ISEOC,3,1,3,20,14,2,2.0,11.5,8.0,7.17
Student_10432,ISEOC,3,8,5,16,0,9,5.5,10.5,4.5,6.83
Student_10433,ISEOC,18,18,3,12,18,4,18.0,7.5,11.0,12.17
Student_10434,IDL,8,2,19,17,12,0,5.0,18.0,6.0,9.67
Student_10435,ISEOC,7,16,1,3,18,20,11.5,2.0,19.0,10.83
Student_10436,IDISC,13,17,11,3,1,6,15.0,7.0,3.5,8.5
Student_10437,ISEOC,7,17,14,4,11,11,12.0,9.0,11.0,10.67
Student_10438,IDL,13,1,3,0,17,3,7.0,1.5,10.0,6.17
Student_10439,ISEOC,7,11,9,16,13,18,9.0,12.5,15.5,12.33
Student_10440,IDISC,5,11,5,0,9,10,8.0,2.5,9.5,6.67
Student_10441,ISEOC,0,0,12,9,19,10,0.0,10.5,14.5,8.33
Student_10442,IDISC,14,6,4,19,11,11,10.0,11.5,11.0,10.83
Student_10443,IDL,3,15,12,7,15,12,9.0,9.5,13.5,10.67
Student_10444,IDISC,16,12,14,6,15,16,14.0,10.0,15.5,13.17
Student_10445,IDISC,16,18,3,17,11,20,17.0,10.0,15.5,14.17
Student_10446,ISEOC,19,8,7,4,19,4,13.5,5.5,11.5,10.17
Student_10447,ISEOC,16,18,7,9,16,7,17.0,8.0,11.5,12.17
Student_10448,IDISC,10,14,19,8,17,20,12.0,13.5,18.5,14.67
Student_10449,ISEOC,3,1,18,15,12,12,2.0,16.5,12.0,10.17
Student_10450,IDL,20,6,16,10,17,18,13.0,13.0,17.5,14.5
Student_10451,ISEOC,6,12,0,17,7,7,9.0,8.5,7.0,8.17
Student_10452,ISEOC,9,17,1,2,0,9,13.0,1.5,4.5,6.33
Student_10453,ISEOC,4,16,18,12,20,8,10.0,15.0,14.0,13.0
Student_10454,IDL,17,19,5,20,2,15,18.0,12.5,8.5,13.0
Student_10455,ISEOC,15,18,2,20,1,11,16.5,11.0,6.0,11.17
Student_10456,IDL,5,11,9,20,13,2,8.0,14.5,7.5,10.0
Student_10457,ISEOC,10,5,6,9,6,3,7.5,7.5,4.5,6.5
Student_10458,IDISC,0,10,1,15,9,11,5.0,8.0,10.0,7.67
Student_10459,IDL,17,14,12,6,2,2,15.5,9.0,2.0,8.83
Student_10460,IDL,20,5,8,9,11,3,12.5,8.5,7.0,9.33
Student_10461,ISEOC,7,20,13,11,12,20,13.5,12.0,16.0,13.83
Student_10462,ISEOC,17,0,13,19,5,9,8.5,16.0,7.0,10.5
Student_10463,ISEOC,7,16,19,2,7,11,11.5,10.5,9.0,10.33
Student_10464,ISEOC,17,5,19,15,15,0,11.0,17.0,7.5,11.83
Student_10465,ISEOC,18,14,10,3,20,3,16.0,6.5,11.5,11.33
Student_10466,ISEOC,15,1,15,5,6,6,8.0,10.0,6.0,8.0
Student_10467,IDL,1,19,1,17,7,18,10.0,9.0,12.5,10.5
Student_10468,ISEOC,9,11,7,5,20,6,10.0,6.0,13.0,9.67
Student_10469,IDISC,0,18,1,18,12,13,9.0,9.5,12.5,10.33
Student_10470,IDL,13,19,12,17,18,7,16.0,14.5,12.5,14.33
Student_10471,IDISC,12,5,16,16,8,16,8.5,16.0,12.0,12.17
Student_10472,IDISC,12,4,13,7,16,18,8.0,10.0,17.0,11.67
Student_10473,IDISC,8,3,1,19,13,20,5.5,10.0,16.5,10.67
Student_10474,IDL,10,7,2,6,12,3,8.5,4.0,7.5,6.67
Student_10475,IDISC,14,14,19,2,10,4,14.0,10.5,7.0,10.5
Student_10476,ISEOC,6,1,1,20,9,2,3.5,10.5,5.5,6.5
Student_10477,IDISC,8,16,19,2,2,9,12.0,10.5,5.5,9.33
Student_10478,IDISC,3,20,5,18,18,14,11.5,11.5,16.0,13.0
Student_10479,ISEOC,2,3,13,7,13,8,2.5,10.0,10.5,7.67
Student_10480,IDL,9,19,7,0,18,6,14.0,3.5,12.0,9.83
Student_10481,ISEOC,15,4,2,19,5,7,9.5,10.5,6.0,8.67
Student_10482,IDISC,1,1,1,19,15,20,1.0,10.0,17.5,9.5
Student_10483,IDISC,14,5,17,8,4,1,9.5,12.5,2.5,8.17
Student_10484,IDL,14,17,18,10,3,20,15.5,14.0,11.5,13.67
Student_10485,IDISC,12,5,13,2,17,12,8.5,7.5,14.5,10.17
Student_10486,IDL,11,19,18,12,9,17,15.0,15.0,13.0,14.33
Student_10487,IDISC,14,18,17,19,16,6,16.0,18.0,11.0,15.0
Student_10488,ISEOC,0,7,7,14,12,8,3.5,10.5,10.0,8.0
Student_10489,ISEOC,20,6,8,5,10,5,13.0,6.5,7.5,9.0
Student_10490,ISEOC,6,0,15,11,5,9,3.0,13.0,7.0,7.67
Student_10491,IDL,11,17,15,18,20,3,14.0,16.5,11.5,14.0
Student_10492,IDL,10,18,16,6,5,5,14.0,11.0,5.0,10.0
Student_10493,IDL,12,4,6,9,10,3,8.0,7.5,6.5,7.33
Student_10494,IDISC,6,15,10,10,0,5,10.5,10.0,2.5,7.67
Student_10495,IDISC,5,14,1,4,8,10,9.5,2.5,9.0,7.0
Student_10496,ISEOC,4,10,2,16,9,2,7.0,9.0,5.5,7.17
Student_10497,IDL,6,11,11,4,13,19,8.5,7.5,16.0,10.67
Student_10498,ISEOC,10,4,10,12,8,11,7.0,11.0,9.5,9.17
Student_10499,IDISC,2,5,17,3,4,11,3.5,10.0,7.5,7.0
Student_10500,ISEOC,13,17,14,17,15,11,15.0,15.5,13.0,14.5
Student_10501,ISEOC,0,18,14,3,13,8,9.0,8.5,10.5,9.33
Student_10502,IDL,1,12,20,16,10,20,6.5,18.0,15.0,13.17
